		interface_overlap	num_overlapping_intf_res	chain_overlap	num_overlapping_chn_res	matching_humap3_comps	min_pDockQ	min_IF_pLDDT	common_protein	protein_1	protein_2
P11177-O00330	P08559-P11177	no	0	yes	27	['huMAP3_04704.1', 'huMAP3_14339.1', 'huMAP3_14864.1', 'huMAP3_11877.1', 'huMAP3_04919.1', 'huMAP3_10899.1', 'huMAP3_12248.1', 'huMAP3_08216.1', 'huMAP3_09761.1', 'huMAP3_07514.1', 'huMAP3_10412.1']	0.295	80.07111813328325	P11177	P08559	O00330
O75586-Q9NVC6	O60244-Q9NVC6	no	0	yes	20	['huMAP3_02730.1']	0.396	73.18545986560476	Q9NVC6	O60244	O75586
P22694-P31323	P22694-P31321	yes	38	yes	332	['huMAP3_07046.1', 'huMAP3_14681.1', 'huMAP3_11135.1', 'huMAP3_13352.1']	0.681	79.45304102513659	P22694	P31321	P31323
Q6VN20-Q8IVV7	P62699-Q6VN20	no	0	yes	6	['huMAP3_12700.1', 'huMAP3_10711.1', 'huMAP3_08787.1', 'huMAP3_09818.1']	0.243	75.73645420168833	Q6VN20	Q8IVV7	P62699
Q8N0Y2-Q8NF99	Q9NWS9-Q8NF99	yes	23	yes	128	['huMAP3_14807.1', 'huMAP3_10438.1']	0.624	84.41435561682087	Q8NF99	Q8N0Y2	Q9NWS9
Q16795-O75489	O95182-O75489	no	0	yes	1	['huMAP3_09567.1', 'huMAP3_14018.1', 'huMAP3_06397.1', 'huMAP3_14878.1', 'huMAP3_14184.1', 'huMAP3_09982.1']	0.266	77.01362938257544	O75489	O95182	Q16795
Q13573-Q9Y3C6	Q13573-O95926	no	0	no	0	['huMAP3_09504.1', 'huMAP3_06726.1', 'huMAP3_09945.1', 'huMAP3_08703.1', 'huMAP3_15168.1', 'huMAP3_08501.1', 'huMAP3_09187.1']	0.276	88.2269719700208	Q13573	O95926	Q9Y3C6
Q8IUR7-Q8IVV7	Q6VN20-Q8IVV7	no	0	yes	31	['huMAP3_12700.1', 'huMAP3_10711.1', 'huMAP3_08787.1', 'huMAP3_09818.1']	0.319	79.06765560019089	Q8IVV7	Q6VN20	Q8IUR7
Q99460-P62195	O00487-Q99460	no	0	yes	26	['huMAP3_05064.1', 'huMAP3_09656.1', 'huMAP3_13725.1']	0.239	72.66120236816174	Q99460	P62195	O00487
P54652-Q9NZL4	P54652-Q92598	yes	16	yes	204	['huMAP3_11049.1', 'huMAP3_14723.1', 'huMAP3_07919.1', 'huMAP3_13774.1']	0.702	79.62772156186632	P54652	Q9NZL4	Q92598
P42025-Q9NZ32	P61163-Q9NZ32	no	0	no	0	['huMAP3_09952.1', 'huMAP3_12900.1', 'huMAP3_04946.1']	0.462	80.16664944545985	Q9NZ32	P42025	P61163
Q9BUI4-Q9BT43	O15318-Q9BUI4	yes	52	yes	115	['huMAP3_06426.1', 'huMAP3_00807.1', 'huMAP3_11092.1', 'huMAP3_09057.1', 'huMAP3_08487.1', 'huMAP3_14318.1']	0.698	87.27301320999608	Q9BUI4	Q9BT43	O15318
P68371-P07437	Q9BQE3-P07437	yes	22	yes	433	['huMAP3_09233.1', 'huMAP3_14709.1', 'huMAP3_10475.1', 'huMAP3_10665.1']	0.621	84.73991293447028	P07437	Q9BQE3	P68371
P18754-P63279	P61956-P63279	no	0	no	0	['huMAP3_07331.1', 'huMAP3_10000.1', 'huMAP3_12581.1', 'huMAP3_06494.1', 'huMAP3_08641.1']	0.376	90.70234948889686	P63279	P18754	P61956
Q13596-Q9UNH7	Q86XE0-Q13596	yes	48	yes	390	['huMAP3_13808.1', 'huMAP3_14326.1', 'huMAP3_13548.1', 'huMAP3_02481.1', 'huMAP3_10879.1', 'huMAP3_05609.1', 'huMAP3_12956.1', 'huMAP3_13408.1']	0.714	84.62005799839586	Q13596	Q9UNH7	Q86XE0
Q8WUF5-P62136	Q9GZN8-P62136	yes	24	yes	153	['huMAP3_14504.1']	0.61	74.70952136279297	P62136	Q8WUF5	Q9GZN8
Q6PJW8-P62136	P62136-Q13625	yes	20	yes	250	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_06304.1']	0.363	71.70402591004523	P62136	Q13625	Q6PJW8
Q9UBB9-Q9Y5B6	Q96IZ7-Q9Y5B6	no	0	yes	17	['huMAP3_08980.1', 'huMAP3_09187.1', 'huMAP3_15168.1']	0.59	82.05676379532444	Q9Y5B6	Q96IZ7	Q9UBB9
P33991-Q14566	Q14566-Q9BTE3	yes	22	yes	583	['huMAP3_12180.1', 'huMAP3_14758.1', 'huMAP3_11832.1', 'huMAP3_08554.1', 'huMAP3_06061.1', 'huMAP3_11119.1', 'huMAP3_07113.1', 'huMAP3_00154.1', 'huMAP3_05529.1', 'huMAP3_09860.1']	0.332	70.45571492329768	Q14566	P33991	Q9BTE3
Q9UNS2-Q7L5N1	Q7L5N1-Q9UBW8	no	0	yes	1	['huMAP3_09779.1', 'huMAP3_14528.1', 'huMAP3_08550.1', 'huMAP3_05816.1', 'huMAP3_05041.1']	0.254	81.47883621762827	Q7L5N1	Q9UNS2	Q9UBW8
P62136-Q8NI77	Q9GZN8-P62136	yes	22	yes	151	['huMAP3_14504.1']	0.502	74.01205952819656	P62136	Q8NI77	Q9GZN8
P62136-Q8NI77	Q99622-P62136	yes	10	yes	94	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_08482.1']	0.329	74.01205952819656	P62136	Q8NI77	Q99622
Q8WUF5-P62136	P62136-Q6NYC8	yes	18	yes	262	['huMAP3_10148.1', 'huMAP3_14504.1']	0.462	71.9601633772259	P62136	Q6NYC8	Q8WUF5
Q9Y2Y1-O14802	O14802-Q9Y535	no	0	no	0	['huMAP3_06426.1', 'huMAP3_00807.1', 'huMAP3_11092.1', 'huMAP3_09057.1', 'huMAP3_08487.1', 'huMAP3_14318.1']	0.394	70.8953174634893	O14802	Q9Y535	Q9Y2Y1
P31150-P51151	Q6IQ22-P31150	yes	26	yes	194	['huMAP3_01895.1', 'huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1']	0.526	74.33777882538585	P31150	P51151	Q6IQ22
P26196-Q9NPI6	P26196-Q8IZD4	yes	10	yes	276	['huMAP3_09746.1', 'huMAP3_04773.1', 'huMAP3_08733.1', 'huMAP3_13161.1', 'huMAP3_07143.1']	0.267	73.29072198802986	P26196	Q8IZD4	Q9NPI6
O00399-Q9BTE1	P42025-O00399	yes	19	yes	134	['huMAP3_09952.1', 'huMAP3_12900.1', 'huMAP3_04946.1']	0.538	83.27998792988808	O00399	Q9BTE1	P42025
Q96CW5-Q9BSJ2	Q96CW5-Q08AG7	no	0	no	0	['huMAP3_14882.1', 'huMAP3_00522.1', 'huMAP3_09443.1']	0.52	77.13206496597442	Q96CW5	Q9BSJ2	Q08AG7
Q9NQC1-Q9UNL4	Q9UNL4-Q9HAF1	yes	20	yes	87	['huMAP3_03602.1', 'huMAP3_08842.1']	0.514	80.15290137414684	Q9UNL4	Q9NQC1	Q9HAF1
P31150-P20338	P31150-P51149	yes	12	yes	187	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1']	0.414	73.58835435256536	P31150	P20338	P51149
P17858-P08237	P17858-Q01813	yes	52	yes	779	['huMAP3_14709.1', 'huMAP3_04277.1']	0.73	86.15153319627565	P17858	Q01813	P08237
Q9BYD3-Q9NZE8	Q9P015-Q9BYD3	no	0	yes	11	['huMAP3_09602.1', 'huMAP3_08458.1', 'huMAP3_11966.1', 'huMAP3_06550.1', 'huMAP3_08556.1', 'huMAP3_09483.1', 'huMAP3_06589.1', 'huMAP3_09113.1', 'huMAP3_10701.1', 'huMAP3_07939.1', 'huMAP3_10538.1', 'huMAP3_06439.1']	0.317	81.65405353024939	Q9BYD3	Q9NZE8	Q9P015
Q8WUF5-P62136	Q6PJW8-P62136	yes	26	yes	299	['huMAP3_10148.1', 'huMAP3_06341.1', 'huMAP3_14504.1']	0.478	74.21210222517954	P62136	Q8WUF5	Q6PJW8
P07951-P09493	P09493-P67936	yes	121	yes	252	['huMAP3_06153.1', 'huMAP3_14885.1', 'huMAP3_10743.1']	0.733	86.82458769303342	P09493	P07951	P67936
O75864-P62136	Q99622-P62136	no	0	yes	40	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_00020.1', 'huMAP3_08482.1']	0.266	71.29807094446122	P62136	Q99622	O75864
O43683-O43684	O43670-O43684	yes	29	yes	200	['huMAP3_03960.1']	0.571	85.71471003935952	O43684	O43683	O43670
Q96CW1-Q9NVZ3	Q0JRZ9-Q96CW1	no	0	yes	8	['huMAP3_08540.1', 'huMAP3_08320.1', 'huMAP3_09403.1', 'huMAP3_09107.1', 'huMAP3_10876.1', 'huMAP3_06283.1', 'huMAP3_10762.1', 'huMAP3_12394.1', 'huMAP3_05849.1', 'huMAP3_12918.1']	0.328	71.60977547030849	Q96CW1	Q9NVZ3	Q0JRZ9
Q96CW1-O94973	Q96CW1-Q9NVZ3	no	0	yes	28	['huMAP3_08540.1', 'huMAP3_08320.1', 'huMAP3_09403.1', 'huMAP3_09107.1', 'huMAP3_05849.1', 'huMAP3_10876.1', 'huMAP3_06283.1', 'huMAP3_10762.1', 'huMAP3_12394.1', 'huMAP3_12918.1']	0.31	77.74384903490221	Q96CW1	Q9NVZ3	O94973
P62136-Q6NYC8	Q9GZN8-P62136	yes	17	yes	97	['huMAP3_14504.1']	0.462	71.9601633772259	P62136	Q6NYC8	Q9GZN8
P63027-O15400	O15400-O95721	yes	20	yes	64	['huMAP3_13160.1', 'huMAP3_08929.1', 'huMAP3_10587.1']	0.528	74.0051150698065	O15400	P63027	O95721
P52434-O95602	P19388-O95602	no	0	no	0	['huMAP3_06426.1', 'huMAP3_00807.1', 'huMAP3_11092.1', 'huMAP3_09057.1', 'huMAP3_08487.1', 'huMAP3_14318.1']	0.622	80.93042932825577	O95602	P19388	P52434
P62136-Q6NYC8	P62136-Q13625	yes	14	yes	251	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_06304.1']	0.363	71.70402591004523	P62136	Q13625	Q6NYC8
P31150-P51151	P31150-P51149	yes	28	yes	200	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1', 'huMAP3_06994.1']	0.547	73.58835435256536	P31150	P51151	P51149
Q92598-Q9UDY4	P25685-Q9UDY4	no	0	yes	66	['huMAP3_11049.1', 'huMAP3_14723.1', 'huMAP3_07919.1', 'huMAP3_13774.1']	0.265	73.80622737982843	Q9UDY4	Q92598	P25685
O43660-Q99459	O43660-Q15029	no	0	no	0	['huMAP3_09504.1', 'huMAP3_09187.1', 'huMAP3_09945.1', 'huMAP3_15168.1']	0.327	74.43578018825528	O43660	Q15029	Q99459
P31150-P51153	P31150-P51149	yes	12	yes	175	['huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_07302.1', 'huMAP3_09217.1']	0.401	73.58835435256536	P31150	P51149	P51153
P48059-Q9NVD7	Q9HBI1-Q9NVD7	yes	11	yes	80	['huMAP3_09385.1', 'huMAP3_11194.1']	0.583	90.43132774733364	Q9NVD7	Q9HBI1	P48059
Q52LJ0-Q9Y224	Q9Y3I0-Q9Y224	yes	16	yes	67	['huMAP3_14270.1', 'huMAP3_07391.1', 'huMAP3_14559.1', 'huMAP3_11111.1', 'huMAP3_10631.1', 'huMAP3_07425.1', 'huMAP3_10307.1']	0.575	80.98765076810291	Q9Y224	Q52LJ0	Q9Y3I0
Q6VN20-Q8IVV7	Q6VN20-Q9H871	no	0	yes	2	['huMAP3_12700.1', 'huMAP3_10711.1', 'huMAP3_08787.1', 'huMAP3_09818.1']	0.319	83.91956550273565	Q6VN20	Q9H871	Q8IVV7
Q9Y399-P82933	P82933-P51398	no	0	no	0	['huMAP3_11966.1', 'huMAP3_09015.1', 'huMAP3_07654.1', 'huMAP3_09602.1', 'huMAP3_05807.1', 'huMAP3_10701.1', 'huMAP3_10538.1']	0.32	77.42282021926502	P82933	P51398	Q9Y399
Q9UJX2-Q9BS18	Q9UJX2-Q13042	no	0	no	0	['huMAP3_12747.1', 'huMAP3_03388.1']	0.313	71.44957621731122	Q9UJX2	Q13042	Q9BS18
Q9UBQ0-Q7Z3J2	Q9UBI1-Q7Z3J2	no	0	no	0	['huMAP3_14444.1', 'huMAP3_07032.1']	0.244	72.24446951881349	Q7Z3J2	Q9UBQ0	Q9UBI1
P30153-Q16537	P67775-Q16537	no	0	no	0	['huMAP3_13510.1', 'huMAP3_09709.1', 'huMAP3_10333.1']	0.306	74.53698424429948	Q16537	P30153	P67775
P62136-Q8NI77	O75864-P62136	yes	13	yes	388	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_08482.1']	0.266	71.29807094446122	P62136	Q8NI77	O75864
Q9H410-Q8NBT2	Q96IY1-Q9H410	no	0	no	0	['huMAP3_01824.1', 'huMAP3_11940.1']	0.339	77.11788845853008	Q9H410	Q96IY1	Q8NBT2
P06730-Q13541	P06730-Q13542	yes	27	yes	78	['huMAP3_13436.1', 'huMAP3_10733.1', 'huMAP3_13122.1', 'huMAP3_04702.1', 'huMAP3_07077.1', 'huMAP3_01924.1', 'huMAP3_12383.1', 'huMAP3_08691.1', 'huMAP3_04825.1', 'huMAP3_12323.1', 'huMAP3_09957.1']	0.611	85.116209842236	P06730	Q13542	Q13541
P49755-Q9Y3Q3	Q15363-P49755	yes	24	yes	191	['huMAP3_10362.1', 'huMAP3_08461.1', 'huMAP3_07118.1', 'huMAP3_11421.1', 'huMAP3_09886.1', 'huMAP3_12213.1']	0.658	80.00437350077569	P49755	Q9Y3Q3	Q15363
P34932-P11142	Q8WXB1-P11142	no	0	yes	7	['huMAP3_11049.1', 'huMAP3_14723.1', 'huMAP3_07919.1', 'huMAP3_06506.1']	0.243	75.27249674749801	P11142	Q8WXB1	P34932
P62136-Q15435	P62136-Q13625	yes	14	yes	189	['huMAP3_09354.1', 'huMAP3_10148.1', 'huMAP3_09633.1', 'huMAP3_14504.1']	0.363	71.70402591004523	P62136	Q13625	Q15435
P30153-Q15172	P30153-Q16537	yes	16	yes	453	['huMAP3_13510.1', 'huMAP3_09709.1', 'huMAP3_10333.1']	0.55	76.75404431319775	P30153	Q16537	Q15172
Q9UNP9-Q9HCS7	Q8WUD4-Q9HCS7	no	0	no	0	['huMAP3_09504.1', 'huMAP3_06726.1', 'huMAP3_09945.1', 'huMAP3_15168.1', 'huMAP3_08501.1', 'huMAP3_09187.1']	0.243	73.83465602078005	Q9HCS7	Q9UNP9	Q8WUD4
P48059-Q9NVD7	P48059-Q15404	no	0	yes	16	['huMAP3_09385.1', 'huMAP3_11194.1']	0.483	77.27560023574279	P48059	Q9NVD7	Q15404
P63027-O15400	O15400-O14653	no	0	yes	5	['huMAP3_13160.1', 'huMAP3_10587.1', 'huMAP3_08929.1', 'huMAP3_06458.1']	0.349	74.0051150698065	O15400	P63027	O14653
Q9BYD1-P49406	P09001-P49406	no	0	yes	41	['huMAP3_09602.1', 'huMAP3_08458.1', 'huMAP3_11966.1', 'huMAP3_06550.1', 'huMAP3_04652.1', 'huMAP3_08556.1', 'huMAP3_09483.1', 'huMAP3_06589.1', 'huMAP3_09113.1', 'huMAP3_10701.1', 'huMAP3_07939.1', 'huMAP3_10538.1', 'huMAP3_06439.1']	0.277	83.97233800777957	P49406	P09001	Q9BYD1
Q13547-Q96BD5	Q13547-O14519	no	0	yes	80	['huMAP3_15128.1']	0.392	70.06998133743356	Q13547	Q96BD5	O14519
Q99594-Q14135	Q9GZV5-Q99594	yes	21	yes	88	['huMAP3_10235.1', 'huMAP3_13677.1', 'huMAP3_14671.1']	0.573	81.84480496633384	Q99594	Q14135	Q9GZV5
Q9Y2T2-Q13367	Q9Y2T2-O00203	yes	66	yes	903	['huMAP3_12157.1', 'huMAP3_15082.1', 'huMAP3_14281.1', 'huMAP3_12325.1', 'huMAP3_03149.1', 'huMAP3_11493.1', 'huMAP3_13727.1', 'huMAP3_12813.1']	0.724	85.16450018163323	Q9Y2T2	O00203	Q13367
Q13636-P31150	P31150-Q15286	yes	13	yes	175	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1']	0.387	74.55203133585788	P31150	Q13636	Q15286
Q9NX55-Q9BXJ9	Q9BXJ9-Q9GZZ1	no	0	no	0	['huMAP3_13394.1', 'huMAP3_01027.1', 'huMAP3_10987.1']	0.514	76.5116062796874	Q9BXJ9	Q9NX55	Q9GZZ1
Q6PJW8-P62136	P62136-Q6NYC8	yes	18	yes	240	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_06304.1']	0.462	71.9601633772259	P62136	Q6NYC8	Q6PJW8
Q14681-Q9NXV2	Q14681-Q8N5Z5	yes	16	yes	197	['huMAP3_10969.1', 'huMAP3_14179.1', 'huMAP3_10884.1', 'huMAP3_12540.1']	0.444	81.78535220720251	Q14681	Q9NXV2	Q8N5Z5
Q9Y296-Q9Y5R8	Q9Y5R8-O75865	no	0	no	0	['huMAP3_04127.1', 'huMAP3_07907.1', 'huMAP3_12177.1']	0.314	90.70150646498227	Q9Y5R8	Q9Y296	O75865
P06730-Q13542	P06730-Q9UNK9	yes	28	yes	66	['huMAP3_13436.1', 'huMAP3_13122.1', 'huMAP3_08691.1', 'huMAP3_12323.1', 'huMAP3_12383.1']	0.593	83.6560377771006	P06730	Q13542	Q9UNK9
P22694-P10644	P22694-P24588	yes	20	yes	162	['huMAP3_14681.1', 'huMAP3_11135.1', 'huMAP3_13352.1']	0.458	74.00714518588258	P22694	P24588	P10644
Q13889-Q6P1K8	P32780-Q13889	yes	24	yes	60	['huMAP3_12429.1', 'huMAP3_09908.1', 'huMAP3_05174.1']	0.576	77.67870105713398	Q13889	P32780	Q6P1K8
